Generation Loss_Best Loss_Average_Half
813 6970.45 7023.37
814 6970.45 7048.77
815 6970.45 7027.52
816 6970.45 7000.3
817 6970.45 7006.44
818 6970.45 7011.67
819 6970.45 7027.23
820 6970.45 7015.07
821 6970.45 7005.66
822 6970.45 7045.39
823 6970.45 7037.71
824 6970.45 7016.55
825 6970.45 7014.37
826 6970.45 7016.14
827 6970.45 7015.6
828 6970.45 7025.59
829 6970.45 7032.07
830 6932.24 7030.14
831 6932.24 7082.18
832 6932.24 7243.25
833 6932.24 7378.25
834 6932.24 7334.69
835 6932.24 7302.03
836 6932.24 7142.83
837 6932.24 7168.79
838 6932.24 7099.51
839 6932.24 7065.73
840 6932.24 7053.23
841 6932.24 7002.5
842 6932.24 6993.63
843 6932.24 7029.36
844 6932.24 7075.02
845 6932.24 7005.92
846 6932.24 7012.57
847 6932.24 6993.18
848 6932.24 6971.15
849 6932.24 6985.45
850 6893.35 6978.84
851 6893.35 6963.02
852 6893.35 6982.92
853 6893.35 6974.01
854 6893.35 6981.33
855 6893.35 6955.05
856 6893.35 6961.02
857 6893.35 6980.56
858 6893.35 6959.3
859 6893.35 6964.66
860 6893.35 6989.02
861 6893.35 6965.58
862 6893.35 6964.13
863 6893.35 6998.8
864 6893.35 6991.31
865 6893.35 6967.58
866 6893.35 6938.22
867 6893.35 6978.32
868 6893.35 6980.36
869 6893.35 6996.78
870 6893.35 6960.8
871 6893.35 7008.13
872 6893.35 6999.65
873 6893.35 6986.32
874 6893.35 6973.62
875 6893.35 6975.03
876 6893.35 6952.08
877 6893.35 6934.08
878 6893.35 6932.06
879 6884.1 6941.95
880 6884.1 7024.8
881 6884.1 7166.72
882 6884.1 7229.27
883 6884.1 7210.39
884 6884.1 7155.66
885 6884.1 7151.23
886 6884.1 7063.93
887 6884.1 7070.97
888 6884.1 7046.44
889 6884.1 7025.45
890 6884.1 6938.61
891 6884.1 6927.89
892 6884.1 6940.68
893 6884.1 6941.14
894 6884.1 6942.31
895 6884.1 6939.66
896 6884.1 6931.86
897 6884.1 6981.39
898 6884.1 6957.01
899 6884.1 6952.65
900 6884.1 6938.27
901 6884.1 6946.74
902 6884.1 6935.57
903 6884.1 6927.17
904 6884.1 6911.74
905 6884.1 6887.33
906 6884.1 6974.94
907 6884.1 6969.59
908 6884.1 6930.44
909 6884.1 6944.62
910 6884.1 6942.56
911 6884.1 6926.82
912 6884.1 6940.28
913 6884.1 6949.89
914 6884.1 6939.27
915 6884.1 6958.25
916 6884.1 6942.43
917 6884.1 6924.27
918 6884.1 6962.05
919 6884.1 7029.8
920 6884.1 7022.25
921 6884.1 6982.8
922 6884.1 6960.7
923 6884.1 6956.6
924 6884.1 6964.86
925 6884.1 6922.25
926 6884.1 6932.08
927 6884.1 6931.84
928 6884.1 6972.98
929 6884.1 6982.41
930 6877.87 6995.34
931 6877.87 7073.27
932 6869.79 7324.05
933 6869.79 7520.05
934 6869.79 7573.55
935 6869.79 7618.65
936 6869.79 7404.07
937 6869.79 7193.01
938 6869.79 7079.32
939 6869.79 6993.16
940 6869.79 6962.35
941 6869.79 6950.32
942 6869.79 6976.75
943 6869.79 6946.27
944 6869.79 6938.15
945 6869.79 6946.62
946 6869.79 6922.91
947 6869.79 6929.12
948 6869.79 6921.52
